region,sensitivity,specificity,PPV,NPV,subject
roiAD_2,31.899371069182394,95.24749682696377,79.00311526479751,71.38780255786915,C1
roiAD_2,30.77867845738148,95.17191977077364,78.80503144654088,70.21456505654793,C2
roiAD_2,36.381753764393274,95.16105734508162,83.06370070778564,69.63323115949687,C3
roiAD_2,32.60151085930122,95.10509645839332,80.24404416037187,69.82348588944086,C4
roiAD_2,34.18862690707351,94.97415278575532,80.86386003280481,69.90804354719374,C5
roiAD_2,31.61875945537065,95.17698491044987,78.57142857142857,71.3349540217736,C6
roiAD_2,36.18361836183618,95.33745862714059,83.22981366459628,70.02431032660395,C7
roiAD_2,37.13302752293578,95.14370664023785,82.51783893985728,71.0284325124194,C8
roiAD_2,33.453496755587594,95.16496018202503,80.36951501154735,70.73248071028434,C9
roiAD_2,36.09494996509193,95.19421604763255,82.06349206349206,70.97558397632385,C10
roiAD_2,34.545881248533206,95.11047754811119,81.10192837465566,70.52108656590212,C11
roiAD_2,34.170616113744074,95.29445315842008,81.37697516930022,70.63735334531233,C12
roiAD_2,35.978142076502735,95.14930808448653,83.1733198585144,69.04132755522672,C13
roiAD_2,39.69001373356877,95.18628912071534,86.23188405797102,67.50872000845577,C14
roiAD_2,32.098765432098766,95.22839685772476,80.77373974208675,69.18930345629425,C15
roiAD_2,32.026929550372685,95.07022069360849,79.47494033412887,70.11943769157595,C16
roiAD_2,30.185097294731843,95.33489324363849,79.94971715901949,68.9039213613783,C17
roiAD_2,35.304136253041364,95.35959624281509,81.4253647586981,71.89514850438643,C18
roiAD_2,33.34850899157751,94.9840069787729,80.93922651933701,69.05189726244583,C19
roiAD_2,36.54281830539193,95.38814093382985,83.35917312661498,70.39425007927281,C20
roiAD_2,29.556517036235803,95.05060307777624,75.37931034482759,72.46591269421837,C21
roiAD_2,36.1282932416953,95.16543069024529,82.30688935281837,70.53165627312123,C22
roiAD_2,39.12032142101924,95.2394733034293,84.9013308857274,69.56981291618222,C23
roiAD_2,33.68983957219251,95.11230399773979,80.0230946882217,71.16583870626783,C24
roiAD_2,29.793583685650336,94.8963545389564,77.04180064308682,70.16171652045239,C25
