region,sensitivity,specificity,PPV,NPV,subject
w413_2,66.8904593639576,89.43799713130787,82.37597911227154,78.54116569334707,C1
w413_2,65.7819225251076,89.379256155055,81.89327974994418,78.15183785640673,C2
w413_2,71.79306456160135,89.22465208747515,86.2343379613952,77.08691171418756,C3
w413_2,71.8493344661569,89.20777674910725,86.14601018675721,77.23577235772358,C4
w413_2,70.50446901984547,89.31297709923665,85.14452982070985,77.7052559257987,C5
w413_2,67.013167013167,89.32635709614128,82.57899231426131,78.19764113134089,C6
w413_2,67.77298373713906,89.2965154503616,83.38097182523478,77.76251001946639,C7
w413_2,71.03285693237072,89.30975320047511,85.61534363345764,77.48769036986145,C8
w413_2,69.1773072571521,89.46264744429881,84.18568056648309,78.16328867514028,C9
w413_2,68.93915259636827,89.41471131030846,84.35002923406743,77.67090346959807,C10
w413_2,68.6535303776683,89.37786509495743,83.75400641025641,78.1403870376732,C11
w413_2,70.04405286343612,89.3614237110704,84.55840455840456,78.19764113134089,C12
w413_2,71.65980406076956,89.24360842495695,86.14097968936679,77.14416580785526,C13
w413_2,71.71976241900649,89.23242371286463,86.89892051030422,76.01053475323486,C14
w413_2,66.72925913280984,89.20447074293229,82.64270613107823,77.68235428833161,C15
w413_2,66.15249780893953,89.37064774668244,82.3478071132446,77.88846902553533,C16
w413_2,65.68153322586423,89.28618205631959,81.76142697881829,78.06023130653841,C17
w413_2,71.33429905037823,89.64539007092198,84.66093600764087,79.60609183556625,C18
w413_2,69.42754640461708,89.31821178952922,84.60368751187987,77.55639528226268,C19
w413_2,68.15928354389894,89.32167461579226,84.09629044988161,77.20141990152297,C20
w413_2,70.6951158526421,89.65295629820051,84.04676971858898,79.86946066643765,C21
w413_2,72.5251677852349,89.38193343898574,86.57986980470707,77.49914118859499,C22
w413_2,71.21432731508445,89.3532601507737,85.86727528089888,77.3617313637925,C23
w413_2,67.4774148714385,89.48741359071344,82.81449893390192,78.56406733081415,C24
w413_2,69.59724181162828,89.32281393819855,84.54216638111556,77.78541165693346,C25
