region,sensitivity,specificity,PPV,NPV,subject
roiAD_2,83.55335071050197,95.57185164292765,96.93688420641888,77.60219855719684,C1
roiAD_2,83.14304354917633,95.50143266475645,97.012084879627,76.33115767777396,C2
roiAD_2,84.46906202171853,95.36328181424238,97.30501217362102,75.59830527882744,C3
roiAD_2,84.74134183451673,95.40742873596314,97.34498543487308,75.88457574716593,C4
roiAD_2,84.5108896271687,95.27570361861,97.20618206521739,75.97618229703423,C5
roiAD_2,83.90663390663391,95.44493019320265,96.94360333080999,77.49914118859499,C6
roiAD_2,83.87967605090628,95.59648870341057,97.26321438154011,76.06778884690254,C7
roiAD_2,85.54234338747099,95.4127141441314,97.32717373370731,77.16706744532235,C8
roiAD_2,83.80044843049326,95.42093287827076,97.01492537313433,76.83499370204969,C9
roiAD_2,84.49516441005804,95.39268500141763,97.11008358527477,77.05255925798694,C10
roiAD_2,84.93008803728638,95.45260156806843,97.29638104924146,76.67468223978014,C11
roiAD_2,84.47973127719673,95.53686011692571,97.24931892081905,76.7204855147143,C12
roiAD_2,84.21852387843704,95.44064093226511,97.38119143239625,75.02576434215045,C13
roiAD_2,85.3823325124708,95.64828614008943,97.88620240335891,73.49135463185618,C14
roiAD_2,83.2548807778378,95.47570555717195,97.1981981981982,75.1517233482194,C15
roiAD_2,83.31733077292367,95.27085124677558,96.92823233733594,76.12504294057025,C16
roiAD_2,81.84299776656464,95.61275226674466,97.05709240729841,74.8654528798809,C17
roiAD_2,85.12872365248502,95.62596383008551,97.22839122323887,78.10603458147257,C18
roiAD_2,84.06653534690304,95.21663274207619,97.22409719878502,74.99141188594984,C19
roiAD_2,85.23136802652444,95.73188198224004,97.54186257527014,76.53727241497768,C20
roiAD_2,84.22439439014025,95.34174407320116,96.7203513909224,78.74728043055079,C21
roiAD_2,85.52472858866103,95.45065601825442,97.42159715486582,76.64032978357953,C22
roiAD_2,85.5437215928363,95.52886702358559,97.6081740072761,75.59830527882744,C23
roiAD_2,83.0370055295619,95.19706173188304,96.63399663399663,77.16706744532235,C24
roiAD_2,83.3453670276775,95.16797712651895,96.84907243404494,76.2281003091721,C25
