region,sensitivity,specificity,PPV,NPV,subject
w79_6,73.50187265917603,95.34303082935301,78.53926963481742,93.94587656433842,C1
w79_6,72.08988764044943,95.30465167067045,78.85939036381514,93.35757835062573,C2
w79_6,78.41035120147875,95.33391342179682,83.17647058823529,93.753342603487,C3
w79_6,78.36166924265842,95.34606205250597,82.53968253968253,94.01005455128892,C4
w79_6,78.59047619047618,95.34505208333334,82.78491171749599,93.98866188897208,C5
w79_6,75.30419107706174,95.35211267605634,79.57142857142857,94.13841052518987,C6
w79_6,74.8894783377542,95.34201954397395,79.79274611398964,93.9244839020216,C7
w79_6,78.11860940695297,95.35864978902954,81.65882855921333,94.27746283024922,C8
w79_6,77.46660922016372,95.36466774716371,80.73641670408621,94.40581880415017,C9
w79_6,77.53285290377279,95.36115916955016,81.00088573959256,94.33094448604129,C10
w79_6,78.0701754385965,95.37615865488252,80.5794477138977,94.65183442079366,C11
w79_6,77.80057447681575,95.35563494641117,81.54838709677419,94.21328484329875,C12
w79_6,75.80772261623325,95.31863814927979,81.76795580110497,93.43245266873463,C13
w79_6,77.1509167842031,95.3012048192771,83.60718379824226,93.06877740934858,C14
w79_6,73.59750667853963,95.32934131736526,79.39481268011528,93.65707562306129,C15
w79_6,72.84545016851229,95.34404167571088,77.90937178166838,93.96726922665526,C16
w79_6,73.388671875,95.353622874472,77.79503105590062,94.1704995186651,C17
w79_6,76.64618086040387,95.36015574302401,80.27586206896552,94.30955182372446,C18
w79_6,77.00430191630817,95.33188248095756,82.11009174311926,93.71055727885336,C19
w79_6,76.24693376941946,95.33543546808741,81.29904097646033,93.78543159696224,C20
w79_6,75.51755175517552,95.35412605588044,79.63929757949691,94.18119584982351,C21
w79_6,77.38050432818969,95.32526969597907,82.7364185110664,93.57150497379398,C22
w79_6,76.44151565074135,95.3399956550076,81.2253829321663,93.88169857738795,C23
w79_6,74.78048780487805,95.36767087787496,78.13455657492355,94.46999679110066,C24
w79_6,78.23016202742002,95.36416684676897,81.4446366782007,94.39512247299177,C25
