region,sensitivity,specificity,PPV,NPV,subject
w32_6,0,95.28916929547844,0,95.68155421813958,C1
w32_6,0,95.28867388789568,0,95.67099567099568,C2
w32_6,0,95.26677231907026,0,95.2064195966635,C3
w32_6,0,95.2747600464086,0,95.37535635096611,C4
w32_6,0,95.28619528619528,0,95.6182029352761,C5
w32_6,0,95.28470687296074,0,95.58652729384437,C6
w32_6,0,95.28768276007152,0,95.64987857670785,C7
w32_6,0,95.2827208592187,0,95.54429310526872,C8
w32_6,0,95.29213955443464,0,95.74490550100306,C9
w32_6,0,95.28470687296074,0,95.58652729384437,C10
w32_6,0,95.30299853218705,0,95.97719353816915,C11
w32_6,0,95.28023598820059,0,95.49150036954916,C12
w32_6,0,95.25725174677112,0,95.00580720092915,C13
w32_6,0,95.2607637786946,0,95.07971703093654,C14
w32_6,0,95.27575661710429,0,95.39647344525393,C15
w32_6,0,95.28768276007152,0,95.64987857670785,C16
w32_6,0,95.29510607015332,0,95.80825678386654,C18
w32_6,0,95.2827208592187,0,95.54429310526872,C19
w32_6,0,95.28669121514992,0,95.62876148242002,C20
w32_6,0,95.29461191051361,0,95.79769823672262,C21
w32_6,0,95.27027027027027,0,95.28032942667089,C22
w32_6,0,95.27176781002639,0,95.31200506810264,C23
w32_6,0,95.30447542186353,0,96.0088691796009,C24
w32_6,0,95.28123025068464,0,95.51261746383697,C25
