region,sensitivity,specificity,PPV,NPV,subject
roiAD_4,59.2896174863388,95.64236355944155,92.27113556778389,72.80730005367685,C1
roiAD_4,58.69599126501326,95.51575931232091,92.32090284592738,71.5727321524423,C2
roiAD_4,61.52421652421653,95.53661707352305,93.32324978392394,71.00375738056897,C3
roiAD_4,60.166098175886106,95.4362222862079,92.75262917238226,71.16478797638219,C4
roiAD_4,61.84773310521814,95.33314187248708,93.03023804417757,71.27214170692432,C5
roiAD_4,59.42793224672419,95.55774925962488,92.19137332672285,72.7428878153516,C6
roiAD_4,60.28294862248696,95.66844150237445,93.07886870544952,71.36876006441224,C7
roiAD_4,63.55896126011068,95.52598046156024,93.40980187695516,72.4315619967794,C8
roiAD_4,61.2941702698673,95.54891922639362,92.92495479204341,72.1309715512614,C9
roiAD_4,62.01710409908582,95.53444853983557,93.03251493032515,72.34567901234567,C10
roiAD_4,61.99186991869918,95.46685673556664,93.06887532693985,71.8947933440687,C11
roiAD_4,61.188030370701206,95.65093397975188,93.09173272933182,72.01288244766506,C12
roiAD_4,60.642398286937905,95.5280407865987,93.26015367727771,70.402576489533,C13
roiAD_4,63.60902255639098,95.54396423248882,94.43720930232558,68.82447665056361,C14
roiAD_4,57.9721243682034,95.5920861216177,92.5880626223092,70.5421363392378,C15
roiAD_4,58.487027195998756,95.42848953854973,92.14479192317164,71.48684916800859,C16
roiAD_4,56.52651396297459,95.70049722140976,92.45573518090839,70.25228126677402,C17
roiAD_4,61.62503854455751,95.69606056357773,92.86710037174721,73.27965646806226,C18
roiAD_4,59.8805883209553,95.3765629543472,92.82167042889391,70.42404723564144,C19
roiAD_4,64.54741379310344,95.7175594385563,94.12689059123944,71.74449812130972,C20
roiAD_4,58.72073294876146,95.41106335782614,91.2710970464135,73.88083735909822,C21
roiAD_4,62.52863688430699,95.5219623502567,93.29203161717582,71.90552871712292,C22
roiAD_4,63.773736293126504,95.58674576761685,93.98896334253055,70.91787439613526,C23
roiAD_4,58.925699581859114,95.50784009040825,92.01406328478153,72.58185721953838,C24
roiAD_4,58.645443196005,95.28234453180843,91.92759295499022,71.55126140633386,C25
