method,region,roi,sensitivity,specificity,PPV,NPV,subject
SCC,ROI 2,10,75.16575108922144,89.96363636363637,82.73561301084237,84.98797664032979,C20
SCC,ROI 2,10,75.6061872909699,90.1036084315827,81.31744604316546,86.63689453795946,C21
SCC,ROI 2,10,77.20879913451137,90.042194092827,83.82928739232577,85.52616512080614,C22
SCC,ROI 2,10,75.82744514689476,89.97700036315216,83.12270688952303,85.11393564639872,C23
SCC,ROI 2,10,73.404025102791607,90.0407967362611,80.34107058266224,85.92694377648002,C24
SCC,ROI 2,10,75.41508301660332,89.97601918465227,81.84976118106817,85.92694377648002,C25
SPM,ROI 2,10,54.04785316289741,97.78416576835548,89.91275899672846,85.34392640602132,C1
SPM,ROI 2,10,48.983050847457626,97.73278370514063,88.54166666666666,84.26719632030107,C2
SPM,ROI 2,10,60.5606967882417,98.09063444108762,93.36970205623165,84.852602968848,C3
SPM,ROI 2,10,61.467641483888436,98.01396244583532,93.22381930184804,85.12439891281622,C4
SPM,ROI 2,10,58.445353594389246,97.80232977062568,91.61704076958314,85.13485260296885,C5
SPM,ROI 2,10,51.01894887379335,97.59466539652298,87.59975445058318,85.67844449090529,C6
SPM,ROI 2,10,56.65644171779141,97.78124250419764,90.8956692913386,85.22893581434246,C7
SPM,ROI 2,10,59.070165430690246,97.92845959291824,92.33169861792244,84.99895463098474,C8
SPM,ROI 2,10,57.003950167122454,97.80417566594672,91.1121903836814,85.20802843403722,C9
SPM,ROI 2,10,59.36705283978525,97.97492767598844,92.59585720581754,84.96759356052686,C10
SPM,ROI 2,10,57.50759878419453,97.91416926396548,91.57792836398838,85.38574116663182,C11
SPM,ROI 2,10,57.9430942501482,97.873618452667,91.69793621013132,85.16621367342671,C12
SPM,ROI 2,10,62.76677809205451,98.04347826086956,93.77641183250095,84.86305665900062,C13
SPM,ROI 2,10,66.34807735052235,98.2790186744782,95.489443378119,84.17311310892745,C14
SPM,ROI 2,10,58.0163838502048,98.03472389679288,92.4044734389562,84.99895463098474,C15
SPM,ROI 2,10,55.336819440172256,97.77081576093504,90.67540322580643,84.82124189839013,C16
SPM,ROI 2,10,53.39933993399339,97.8401727861771,89.9888765294772,85.2393895044951,C17
SPM,ROI 2,10,48.06754221388368,97.28894173602852,84.89065606361828,85.53209282876855,C18
SPM,ROI 2,10,62.573699051525246,98.08809293320428,93.9207387456714,84.73761237716914,C19
SPM,ROI 2,10,62.20855751985652,98.07272727272728,93.85388480865868,84.58080702487977,C20
SPM,ROI 2,10,47.83915821119879,97.39192568774564,85.32171581769437,85.49027806815805,C21
SPM,ROI 2,10,61.24197002141327,97.86618444846292,92.81947261663286,84.86305665900062,C22
SPM,ROI 2,10,60.27582477014602,98.01476818787071,93.14667781027998,84.64352916579553,C23
SPM,ROI 2,10,49.22425952045134,97.50419966402688,87.03241895261846,84.94668618022162,C24
SPM,ROI 2,10,57.65983112183354,97.86570743405277,91.48325358851676,85.32301902571608,C25
SCC,ROI 2,40,73.13300927971719,90.03473469876631,79.91308546595847,86.07580442001603,C1
SCC,ROI 2,40,72.43912678421495,89.96120271580989,80.64968450572565,84.9650750028627,C2
SCC,ROI 2,40,75.30864197530865,89.82477341389729,82.48387767838568,85.11393564639872,C3
SCC,ROI 2,40,76.6457100591716,89.91333654309099,83.18282159341763,85.53761593953968,C4
SCC,ROI 2,40,76.34183479253902,89.94836075417318,82.73514851485149,85.76663231421047,C5
SCC,ROI 2,40,74.79604980678403,90.00952607763753,80.59218135554013,86.55673880682468,C6
SCC,ROI 2,40,74.02487876871179,89.96162149196451,80.74977000919962,85.8925913202794,C7
SCC,ROI 2,40,75.50465838509317,89.9795254727207,82.38034731046167,85.54906675827321,C8
SCC,ROI 2,40,75.4062186559679,90.07679385649148,81.9668556476232,85.96129623268064,C9
SCC,ROI 2,40,74.43548387096774,89.9831243972999,81.6272385584789,85.48036184587198,C10
SCC,ROI 2,40,74.93355142097731,89.99040997362742,81.44444444444444,85.96129623268064,C11
SCC,ROI 2,40,75.74575940729187,89.96876501681884,82.3093220338983,85.75518149547693,C12
SCC,ROI 2,40,75.92142188961647,89.92753623188405,82.95175797219952,85.26279628993473,C13
SCC,ROI 2,40,76.04112214671545,89.80837300134262,83.93921908059242,84.25512424138326,C14
SCC,ROI 2,40,73.13025210084034,89.8721967687485,80.56005554269845,85.35440283980304,C15
SCC,ROI 2,40,73.28131590046394,89.96264610194,80.66388115134633,85.49181266460552,C16
SCC,ROI 2,40,72.23218287763335,89.92080633549317,79.32562146197391,85.81243558914463,C17
SCC,ROI 2,40,76.41257448119991,90.19024970273485,81.84419014084507,86.85446009389672,C18
SCC,ROI 2,40,75.74118963266828,89.93223620522748,82.9995913363302,85.10248482766518,C19
SCC,ROI 2,40,75.16575108922144,89.96363636363637,82.73561301084237,84.98797664032979,C20
SCC,ROI 2,40,75.6061872909699,90.1036084315827,81.31744604316546,86.63689453795946,C21
SCC,ROI 2,40,77.20879913451137,90.042194092827,83.82928739232577,85.52616512080614,C22
SCC,ROI 2,40,75.82744514689476,89.97700036315216,83.12270688952303,85.11393564639872,C23
SCC,ROI 2,40,73.404025102791607,90.0407967362611,80.34107058266224,85.92694377648002,C24
SCC,ROI 2,40,75.41508301660332,89.97601918465227,81.84976118106817,85.92694377648002,C25
SPM,ROI 2,40,88.21603927986907,95.065277278716,94.01162790697674,90.18293375752756,C1
SPM,ROI 2,40,87.4382956612107,94.98060135790494,94.205738278516435,89.01261220315874,C2
SPM,ROI 2,40,87.96343321482986,94.90030211480362,94.25850340136054,89.22849676173162,C3
SPM,ROI 2,40,89.1690340909091,94.9205584978334,94.69516027655564,89.60345415293716,C4
SPM,ROI 2,40,89.01748337847822,94.98018494055482,94.53451882845188,89.86478809226224,C5
SPM,ROI 2,40,88.90237324703344,94.99880924029532,94.01112220162555,90.64878991023748,C6
SPM,ROI 2,40,88.42464853501511,94.9868073878628,94.15221040850588,89.98977388933076,C7
SPM,ROI 2,40,89.056875449964,95.01385041551248,94.7166921898928,89.6375411885013,C8
SPM,ROI 2,40,89.06912902420764,95.09239260859133,94.58062806413145,90.04658561527098,C9
SPM,ROI 2,40,88.67621634971597,95.0337512054002,94.5739496905044,89.58072946256107,C10
SPM,ROI 2,40,89.46796959826275,95.03716135219372,94.71264367816092,90.08067265083514,C11
SPM,ROI 2,40,89.66195878675619,95.00240269101393,94.90258546746723,89.8534257470742,C12
SPM,ROI 2,40,88.77428639961622,94.987922705314,94.69105795062045,89.36484490398819,C13
SPM,ROI 2,40,88.27484047402005,94.86146710606616,94.84573947110675,88.30814680149983,C14
SPM,ROI 2,40,87.97977178423237,94.93609838437423,94.1707147814018,89.46710601068061,C15
SPM,ROI 2,40,88.88888888888889,95.03554645137967,94.66597617814604,89.61481649812522,C16
SPM,ROI 2,40,87.59571209800919,94.9124070074394,93.68671828469328,89.87615043745029,C17
SPM,ROI 2,40,90.52256532066508,95.16052318668252,94.93087557603688,90.93284853993865,C18
SPM,ROI 2,40,89.03255599168783,95.0024201355276,94.91692307692308,89.20577207135553,C19
SPM,ROI 2,40,88.87470997679814,95.05454545454546,94.94361135208824,89.1035109646631,C20
SPM,ROI 2,40,89.88220706757595,95.09348576872692,94.622111995823,90.7283263265538,C21
SPM,ROI 2,40,89.64460088565913,95.10548523206752,95.109023009276,89.6375411885013,C22
SPM,ROI 2,40,89.12320916905443,95.04902554170197,95.00305436774588,89.21713441654357,C23
SPM,ROI 2,40,88.42909857670006,95.06839452843772,94.2283387164724,90.02386092489489,C24
SPM,ROI 2,40,88.94224693542272,95.0359712230216,94.44444444444444,90.05794796045905,C25
SCC,ROI 2,80,73.13300927971719,90.03473469876631,79.91308546595847,86.07580442001603,C1
SCC,ROI 2,80,72.43912678421495,89.96120271580989,80.64968450572565,84.9650750028627,C2
SCC,ROI 2,80,75.30864197530865,89.82477341389729,82.48387767838568,85.11393564639872,C3
SCC,ROI 2,80,76.6457100591716,89.91333654309099,83.18282159341763,85.53761593953968,C4
SCC,ROI 2,80,76.34183479253902,89.94836075417318,82.73514851485149,85.76663231421047,C5
SCC,ROI 2,80,74.79604980678403,90.00952607763753,80.59218135554013,86.55673880682468,C6
SCC,ROI 2,80,74.02487876871179,89.96162149196451,80.74977000919962,85.8925913202794,C7
SCC,ROI 2,80,75.50465838509317,89.9795254727207,82.38034731046167,85.54906675827321,C8
SCC,ROI 2,80,75.4062186559679,90.07679385649148,81.9668556476232,85.96129623268064,C9
SCC,ROI 2,80,74.43548387096774,89.9831243972999,81.6272385584789,85.48036184587198,C10
SCC,ROI 2,80,74.93355142097731,89.99040997362742,81.44444444444444,85.96129623268064,C11
SCC,ROI 2,80,75.74575940729187,89.96876501681884,82.3093220338983,85.75518149547693,C12
SCC,ROI 2,80,75.92142188961647,89.92753623188405,82.95175797219952,85.26279628993473,C13
SCC,ROI 2,80,76.04112214671545,89.80837300134262,83.93921908059242,84.25512424138326,C14
SCC,ROI 2,80,73.13025210084034,89.8721967687485,80.56005554269845,85.35440283980304,C15
SCC,ROI 2,80,73.28131590046394,89.96264610194,80.66388115134633,85.49181266460552,C16
SCC,ROI 2,80,72.23218287763335,89.92080633549317,79.32562146197391,85.81243558914463,C17
SCC,ROI 2,80,76.41257448119991,90.19024970273485,81.84419014084507,86.85446009389672,C18
SCC,ROI 2,80,75.74118963266828,89.93223620522748,82.9995913363302,85.10248482766518,C19
SCC,ROI 2,80,75.16575108922144,89.96363636363637,82.73561301084237,84.98797664032979,C20
SCC,ROI 2,80,75.6061872909699,90.1036084315827,81.31744604316546,86.63689453795946,C21
SCC,ROI 2,80,77.20879913451137,90.042194092827,83.82928739232577,85.52616512080614,C22
SCC,ROI 2,80,75.82744514689476,89.97700036315216,83.12270688952303,85.11393564639872,C23
SCC,ROI 2,80,73.404025102791607,90.0407967362611,80.34107058266224,85.92694377648002,C24
SCC,ROI 2,80,75.41508301660332,89.97601918465227,81.84976118106817,85.92694377648002,C25
SPM,ROI 2,80,94.42590775269872,95.48448916037847,96.22962296229623,93.34894613583138,C1
SPM,ROI 2,80,93.60214538837276,95.44131910766248,96.2952014976845,92.17798594847775,C2
SPM,ROI 2,80,94.0365296803653,95.31117824773416,96.3687412260178,92.3536299765808,C3
SPM,ROI 2,80,94.66106778644271,95.29369282619162,96.5812713124071,92.70491803278688,C4
SPM,ROI 2,80,94.75724733456693,95.4125135102678,96.56968390804596,93.0327868852459,C5
SPM,ROI 2,80,94.7845804988662,95.39175994284354,96.13038696130388,93.8056206088993,C6
SPM,ROI 2,80,94.53902688622198,95.3825857519789,96.34967289276572,93.1264637002342,C7
SPM,ROI 2,80,94.771911840082,95.48356015897868,96.73031650536228,92.83372365339578,C8
SPM,ROI 2,80,94.83651956405215,95.53635709143268,96.61448853294505,93.23185011709602,C9
SPM,ROI 2,80,94.5478489903424,95.4556412729026,96.61762067109277,92.72833723653396,C10
SPM,ROI 2,80,94.96784286459238,95.43274994006234,96.63070392642376,93.22014051522248,C11
SPM,ROI 2,80,95.06489212201372,95.42287361845268,96.7931992256544,93.00936768149884,C12
SPM,ROI 2,80,94.49580551275466,95.3743961352657,96.6468219226055,92.47072599531616,C13
SPM,ROI 2,80,94.05557792992349,95.22763334553888,96.76002651640702,91.3583138173302,C14
SPM,ROI 2,80,94.0786401419632,95.32191945985048,96.29098556543352,92.576112412178,C15
SPM,ROI 2,80,94.58464773922188,95.4572840101217,96.62519022468892,92.76346604215456,C16
SPM,ROI 2,80,93.99077046548958,95.28437724982,95.9741856177013,92.98594847775176,C17
SPM,ROI 2,80,95.63322583456812,95.58858501783592,96.72926033677156,94.13348946135832,C18
SPM,ROI 2,80,94.53956117021278,95.38964181994191,96.75910173528412,92.30679156908666,C19
SPM,ROI 2,80,94.50322367333445,95.45454545454544,96.82418699186992,92.21311475409836,C20
SPM,ROI 2,80,95.26401741970604,95.48648326783376,96.5162239176395,93.88758782201404,C21
SPM,ROI 2,80,95.01130125928316,95.50331525015068,96.9282714321008,92.76346604215456,C22
SPM,ROI 2,80,94.61360251530697,95.49691320663358,96.84932667061912,92.37704918032786,C23
SPM,ROI 2,80,94.37801350048215,95.47636189104873,96.29083038173948,93.17330210772836,C24
SPM,ROI 2,80,94.70947733284684,95.44364508393284,96.46938585896126,93.20843091334896,C25
SCC,ROI 3,10,69.78530628323813,89.67364225211759,81.03842634949679,82.43444406275049,C1
SCC,ROI 3,10,68.17370612730518,89.60402262727844,80.60961313012895,81.62143593266919,C2
SCC,ROI 3,10,73.65125240847784,89.54545454545455,84.70914127423823,81.20920645826176,C3
SCC,ROI 3,10,74.3933588761175,89.54905162668007,84.85069191551348,81.63288675140272,C4
SCC,ROI 3,10,72.98772169167803,89.54158316633266,83.67546432062561,81.86190312607351,C5
SCC,ROI 3,10,70.31945788964182,89.66376089663761,81.3984760197221,82.44589488148402,C6
SCC,ROI 3,10,70.52887310783032,89.59559283836234,81.95439739413682,81.9420588572083,C7
SCC,ROI 3,10,73.12678902172082,89.61577096936213,84.00386847195358,81.72449330127104,C8
SCC,ROI 3,10,71.70873433811512,89.70992748187047,82.75356244761106,82.15962441314554,C9
SCC,ROI 3,10,71.4670497396301,89.63613550815558,82.81315022888056,81.80464903240582,C10
SCC,ROI 3,10,71.37641474990872,89.59609853695135,82.45466048080978,82.04511622581015,C11
SCC,ROI 3,10,72.541841004184107,89.56456456456456,83.3033033033033,81.96496049467537,C12
SCC,ROI 3,10,73.53693636072913,89.51561907170861,84.72733971997052,81.04889499599221,C13
SCC,ROI 3,10,72.90082259816856,89.37068303914045,84.96743849493488,80.00687049124012,C14
SCC,ROI 3,10,70.11281671906787,89.46574481458202,81.89673795636206,81.49547692660025,C15
SCC,ROI 3,10,69.18300019406172,89.60371206420868,81.13336367774238,81.81609985113936,C16
SCC,ROI 3,10,68.28465651995063,89.60747663551402,79.92296581608088,82.34283751288217,C17
SCC,ROI 3,10,73.31506849315068,89.97772828507794,83.2089552238806,83.27035383029887,C18
SCC,ROI 3,10,72.61517383113546,89.69072164948454,83.79446640316206,81.69014084507043,C19
SCC,ROI 3,10,71.11730869792574,89.54695013920526,83.16347329800244,81.02599335852514,C20
SCC,ROI 3,10,72.87502335139175,89.9221934049648,82.70086919652321,83.37341119890073,C21
SCC,ROI 3,10,74.60850111856824,89.70366649924661,85.06103115321552,81.80464903240582,C22
SCC,ROI 3,10,73.57072852009148,89.62085905025822,84.53453453453453,81.47257528913318,C23
SCC,ROI 3,10,69.8250442303912,89.72824731987036,81.17001828153565,82.42299324401695,C24
SCC,ROI 3,10,72.46734909989411,89.6737092136517,83.2522303325223,82.13672277567846,C25
SPM,ROI 3,10,19.410211267605636,94.7433981066268,51.10081112398609,80.59764755748648,C1
SPM,ROI 3,10,21.40495867768595,94.72030169704588,55.223880597014926,79.84528981667903,C2
SPM,ROI 3,10,20.07419620774938,94.67171717171718,53.575357535753575,79.45321606442725,C3
SPM,ROI 3,10,19.594594594594593,94.62379098103251,52.01793721973094,79.82409664088163,C4
SPM,ROI 3,10,18.4622067767159,94.68937875751504,50.05889281507656,80.11020451414645,C5
SPM,ROI 3,10,17.945266935845673,94.74470734744708,48.661800486618006,80.618840733283875,C6
SPM,ROI 3,10,20.50955414012739,94.71641417303115,53.370165745856355,80.16318745363992,C7
SPM,ROI 3,10,22.03459637561779,94.72626820693118,56.02094240837696,79.9406591077673,C8
SPM,ROI 3,10,19.532265049805112,94.7611902975744,51.83908045977011,80.31153968422167,C9
SPM,ROI 3,10,21.89569536423841,94.73023839397742,55.74288724973656,80.00423863515948,C10
SPM,ROI 3,10,19.524838012958963,94.71051644366636,51.65714285714286,80.2585567447282,C11
SPM,ROI 3,10,21.023688663282577,94.71971971971972,54.08052230685527,80.21617039313341,C12
SPM,ROI 3,10,20.49613664091094,94.62501580877704,54.25188374596341,79.28367065804811,C13
SPM,ROI 3,10,21.497120921305186,94.5510360706063,56.79513184584179,78.32997774716542,C14
SPM,ROI 3,10,18.597691321077384,94.69516027655564,50.75845974329055,79.82409664088163,C15
SPM,ROI 3,10,21.5980024968789,94.72034110860297,55.212765957446805,80.03602839885556,C16
SPM,ROI 3,10,17.757847533632287,94.74143302180686,48.41075794621027,80.5658577937904,C17
SPM,ROI 3,10,23.203463203463205,94.81563969314526,56.12565445026178,81.2016530677122,C18
SPM,ROI 3,10,22.81199351701783,94.69449333668597,57.15736040609137,79.81350005298295,C19
SPM,ROI 3,10,21.09721661960468,94.67223487724628,55.40254237288136,79.2730740701494,C20
SPM,ROI 3,10,23.24465765372874,94.81289366432011,55.9286463798531,81.35000529829395,C21
SPM,ROI 3,10,20.927318295739347,94.72626820693118,54.39739413680782,79.9406591077673,C22
SPM,ROI 3,10,21.26436781609195,94.70966116639376,55.223880597014926,79.67574441029988,C23
SPM,ROI 3,10,22.629582806573957,94.75193218648717,56.05427974947808,80.544664617993,C24
SPM,ROI 3,10,18.96251089799477,94.73684210526316,50.8177570093458,80.30094309632298,C25
SCC,ROI 3,40,69.78530628323813,89.67364225211759,81.03842634949679,82.43444406275049,C1
SCC,ROI 3,40,68.17370612730518,89.60402262727844,80.60961313012895,81.62143593266919,C2
SCC,ROI 3,40,73.65125240847784,89.54545454545455,84.70914127423823,81.20920645826176,C3
SCC,ROI 3,40,74.3933588761175,89.54905162668007,84.85069191551348,81.63288675140272,C4
SCC,ROI 3,40,72.98772169167803,89.54158316633266,83.67546432062561,81.86190312607351,C5
SCC,ROI 3,40,70.31945788964182,89.66376089663761,81.3984760197221,82.44589488148402,C6
SCC,ROI 3,40,70.52887310783032,89.59559283836234,81.95439739413682,81.9420588572083,C7
SCC,ROI 3,40,73.12678902172082,89.61577096936213,84.00386847195358,81.72449330127104,C8
SCC,ROI 3,40,71.70873433811512,89.70992748187047,82.75356244761106,82.15962441314554,C9
SCC,ROI 3,40,71.4670497396301,89.63613550815558,82.81315022888056,81.80464903240582,C10
SCC,ROI 3,40,71.37641474990872,89.59609853695135,82.45466048080978,82.04511622581015,C11
SCC,ROI 3,40,72.541841004184107,89.56456456456456,83.3033033033033,81.96496049467537,C12
SCC,ROI 3,40,73.53693636072913,89.51561907170861,84.72733971997052,81.04889499599221,C13
SCC,ROI 3,40,72.90082259816856,89.37068303914045,84.96743849493488,80.00687049124012,C14
SCC,ROI 3,40,70.11281671906787,89.46574481458202,81.89673795636206,81.49547692660025,C15
SCC,ROI 3,40,69.18300019406172,89.60371206420868,81.13336367774238,81.81609985113936,C16
SCC,ROI 3,40,68.28465651995063,89.60747663551402,79.92296581608088,82.34283751288217,C17
SCC,ROI 3,40,73.31506849315068,89.97772828507794,83.2089552238806,83.27035383029887,C18
SCC,ROI 3,40,72.61517383113546,89.69072164948454,83.79446640316206,81.69014084507043,C19
SCC,ROI 3,40,71.11730869792574,89.54695013920526,83.16347329800244,81.02599335852514,C20
SCC,ROI 3,40,72.87502335139175,89.9221934049648,82.70086919652321,83.37341119890073,C21
SCC,ROI 3,40,74.60850111856824,89.70366649924661,85.06103115321552,81.80464903240582,C22
SCC,ROI 3,40,73.57072852009148,89.62085905025822,84.53453453453453,81.47257528913318,C23
SCC,ROI 3,40,69.8250442303912,89.72824731987036,81.17001828153565,82.42299324401695,C24
SCC,ROI 3,40,72.46734909989411,89.6737092136517,83.2522303325223,82.13672277567846,C25
SPM,ROI 3,40,91.686997379597,95.00498256103636,96.19833143723928,89.23598923598924,C1
SPM,ROI 3,40,91.3246844938664,95.08485229415462,96.3590650898594,88.49888849888849,C2
SPM,ROI 3,40,91.97028928850663,94.94949494949496,96.7113376634054,87.98408798408799,C3
SPM,ROI 3,40,92.52181763466749,94.87501570154502,96.78891862112388,88.37018837018837,C4
SPM,ROI 3,40,92.19315895372232,94.90230460921843,96.56887540043836,88.65098865098865,C5
SPM,ROI 3,40,91.77021429857734,95.0560398505604,96.25082632920956,89.30618930618931,C6
SPM,ROI 3,40,91.81988423561457,94.97934142982346,96.4158026456918,88.75628875628875,C7
SPM,ROI 3,40,92.26783891985242,94.952285283777,96.69299111549851,88.47548847548848,C8
SPM,ROI 3,40,92.03204047217538,95.04876219054763,96.49898329060208,88.94348894348894,C9
SPM,ROI 3,40,92.05622752533507,95.0439146800502,96.6120593532893,88.62758862758862,C10
SPM,ROI 3,40,92.42254870648355,95.0106289858697,96.66778019041256,88.89668889668889,C11
SPM,ROI 3,40,92.63992609130804,94.98248248248248,96.77497185137526,88.81478881478881,C12
SPM,ROI 3,40,92.01322161580444,94.9538383710636,96.7741935483871,87.84368784368785,C13
SPM,ROI 3,40,92.09769106603972,94.92197492964952,97.06360946745562,86.82578682578682,C14
SPM,ROI 3,40,91.71932158297308,94.92143306096794,96.46729625743266,88.34678834678836,C15
SPM,ROI 3,40,91.87489518698642,95.03386004514672,96.51193517132036,88.66268866268867,C16
SPM,ROI 3,40,91.42115990365018,94.96573208722742,96.0669781931464,89.16578916578916,C17
SPM,ROI 3,40,93.05054151624547,95.27344716654294,96.741448434701,90.09009009009009,C18
SPM,ROI 3,40,92.2438330170778,95.1219512195122,96.78141849854832,88.52228852228852,C19
SPM,ROI 3,40,91.751269035533,95.00126550240444,96.69815263729834,87.83198783198783,C20
SPM,ROI 3,40,92.7211355374762,95.17105100654564,96.47874639769452,90.16029016029016,C21
SPM,ROI 3,40,92.85085143863768,95.09040683073832,97.00176366843031,88.60418860418861,C22
SPM,ROI 3,40,92.59450298430475,94.9993701977579,96.93743732160766,88.24148824148824,C23
SPM,ROI 3,40,91.94087629773009,95.12590376464722,96.39332164929436,89.28278928278928,C24
SPM,ROI 3,40,92.15767980665056,95.0868858607326,96.56798532879225,88.99028899028899,C25
SCC,ROI 3,80,69.78530628323813,89.67364225211759,81.03842634949679,82.43444406275049,C1
SCC,ROI 3,80,68.17370612730518,89.60402262727844,80.60961313012895,81.62143593266919,C2
SCC,ROI 3,80,73.65125240847784,89.54545454545455,84.70914127423823,81.20920645826176,C3
SCC,ROI 3,80,74.3933588761175,89.54905162668007,84.85069191551348,81.63288675140272,C4
SCC,ROI 3,80,72.98772169167803,89.54158316633266,83.67546432062561,81.86190312607351,C5
SCC,ROI 3,80,70.31945788964182,89.66376089663761,81.3984760197221,82.44589488148402,C6
SCC,ROI 3,80,70.52887310783032,89.59559283836234,81.95439739413682,81.9420588572083,C7
SCC,ROI 3,80,73.12678902172082,89.61577096936213,84.00386847195358,81.72449330127104,C8
SCC,ROI 3,80,71.70873433811512,89.70992748187047,82.75356244761106,82.15962441314554,C9
SCC,ROI 3,80,71.4670497396301,89.63613550815558,82.81315022888056,81.80464903240582,C10
SCC,ROI 3,80,71.37641474990872,89.59609853695135,82.45466048080978,82.04511622581015,C11
SCC,ROI 3,80,72.541841004184107,89.56456456456456,83.3033033033033,81.96496049467537,C12
SCC,ROI 3,80,73.53693636072913,89.51561907170861,84.72733971997052,81.04889499599221,C13
SCC,ROI 3,80,72.90082259816856,89.37068303914045,84.96743849493488,80.00687049124012,C14
SCC,ROI 3,80,70.11281671906787,89.46574481458202,81.89673795636206,81.49547692660025,C15
SCC,ROI 3,80,69.18300019406172,89.60371206420868,81.13336367774238,81.81609985113936,C16
SCC,ROI 3,80,68.28465651995063,89.60747663551402,79.92296581608088,82.34283751288217,C17
SCC,ROI 3,80,73.31506849315068,89.97772828507794,83.2089552238806,83.27035383029887,C18
SCC,ROI 3,80,72.61517383113546,89.69072164948454,83.79446640316206,81.69014084507043,C19
SCC,ROI 3,80,71.11730869792574,89.54695013920526,83.16347329800244,81.02599335852514,C20
SCC,ROI 3,80,72.87502335139175,89.9221934049648,82.70086919652321,83.37341119890073,C21
SCC,ROI 3,80,74.60850111856824,89.70366649924661,85.06103115321552,81.80464903240582,C22
SCC,ROI 3,80,73.57072852009148,89.62085905025822,84.53453453453453,81.47257528913318,C23
SCC,ROI 3,80,69.8250442303912,89.72824731987036,81.17001828153565,82.42299324401695,C24
SCC,ROI 3,80,72.46734909989411,89.6737092136517,83.2522303325223,82.13672277567846,C25
SPM,ROI 3,80,96.60516605166052,95.37867463876432,97.48815165876778,93.80129854220264,C1
SPM,ROI 3,80,96.25604665032138,95.512256442489,97.6012900624874,93.0785250520642,C2
SPM,ROI 3,80,96.51409866191926,95.4040404040404,97.88002329644728,92.56400833027072,C3
SPM,ROI 3,80,96.74943566591422,95.30209772641628,97.86505308825208,92.94377067254686,C4
SPM,ROI 3,80,96.79219787321544,95.40330661322646,97.82092388077426,93.31128261668503,C5
SPM,ROI 3,80,96.68297259264224,95.49190535491906,97.552400270453,93.93605292171996,C6
SPM,ROI 3,80,96.58200062715584,95.37999248779266,97.65996575559642,93.32353301482298,C7
SPM,ROI 3,80,96.69484115418246,95.3792064289302,97.82967681056851,93.05402425578832,C8
SPM,ROI 3,80,96.7418235877106,95.48637159289822,97.7407847800238,93.55629057944384,C9
SPM,ROI 3,80,96.7023759650488,95.5081555834379,97.8324049406636,93.25003062599534,C10
SPM,ROI 3,80,96.81244041944709,95.38576966362383,97.77951618726682,93.44603699620238,C11
SPM,ROI 3,80,96.97278334182086,95.44544544544544,97.92023768712149,93.44603699620238,C12
SPM,ROI 3,80,96.40969669117648,95.33324901985584,97.8486473880597,92.34350116378782,C13
SPM,ROI 3,80,96.34303373680144,95.33128677411102,98.0859989512323,91.30221732206296,C14
SPM,ROI 3,80,96.45707970035612,95.36140791954746,97.70493842517726,92.93152027440892,C15
SPM,ROI 3,80,96.5696917064698,95.43516428392276,97.71528998242532,93.22552982971946,C16
SPM,ROI 3,80,96.49767667660726,95.42679127725856,97.43015195014355,93.81354894034055,C17
SPM,ROI 3,80,97.3253443696337,95.64464241524377,97.81475043456668,94.6955776062722,C18
SPM,ROI 3,80,96.73938268739846,95.56198139300982,97.92682210606684,93.115276246478,C19
SPM,ROI 3,80,96.40438944664956,95.50746646418628,97.89579752237567,92.45375474702928,C20
SPM,ROI 3,80,97.193096711169,95.49215758923056,97.61266269867224,94.72007840254808,C21
SPM,ROI 3,80,96.98984003458712,95.50477147162228,98.04425020486208,93.17652823716772,C22
SPM,ROI 3,80,96.789091708819,95.46542385690891,97.99599198396794,92.84576748744334,C23
SPM,ROI 3,80,96.68650793650794,95.51234106207929,97.59663528940516,93.86255053289231,C24
SPM,ROI 3,80,96.69231723966736,95.38692336542069,97.68652037617557,93.47053779247824,C25
