region,sensitivity,specificity,PPV,NPV,subject
w79_1,86.62935323383084,90.13243595310465,75.39918809201623,95.07614794457804,C1
w79_1,83.58854860186418,89.97597728761738,73.22834645669292,94.35474636436506,C2
w79_1,88.02780638516992,89.92821405264303,78.68814729574223,94.67536928890415,C3
w79_1,89.24812030075188,90.0846170535908,79.57541899441341,95.08759876331158,C4
w79_1,88.80142204164551,89.97395833333334,79.09975118751413,94.9501889385091,C5
w79_1,87.32137427789601,90.09750812567714,75.85842577918648,95.22500858811405,C6
w79_1,87.41664250507394,90.1085776330076,76.79572083545594,95.03034466964388,C7
w79_1,89.21646746347942,90.08979768473439,78.57309941520468,95.35096759418299,C8
w79_1,88.17617499261011,90.03781739600217,76.38924455825864,95.41967250658422,C9
w79_1,87.953216374269,89.97621107266436,76.44218551461245,95.28226268178175,C10
w79_1,88.38826731176293,89.98706617805561,75.88265835929387,95.60288560632085,C11
w79_1,88.15973191845853,89.95344808920646,77.2827417380661,95.14485285697928,C12
w79_1,88.46248462484625,90.17896115233522,79.98220640569394,94.62956601397,C13
w79_1,88.37528604118992,90.08762322015335,81.01531361443256,94.18298408336196,C14
w79_1,87.35310576385002,90.15786608600979,77.54595131644312,94.82422993244018,C15
w79_1,85.29605263157895,89.92836987193401,73.64385117864242,94.88148402610787,C16
w79_1,85.72888283378747,90.04657207841439,73.25378346915018,95.20210695064696,C17
w79_1,88.65979381443299,90.16872160934459,77.30337078651685,95.46547578151838,C18
w79_1,88.47621470363775,90.09793253536452,79.26162260711031,94.81277911370663,C19
w79_1,87.4274661508704,90.0076111775579,77.4920401665442,94.78987747623955,C20
w79_1,87.90298728186927,90.14511587611003,76.55847501287995,95.31661513798237,C21
w79_1,89.15462941037178,90.17107987359704,80.67280908506535,94.75552502003893,C22
w79_1,88.37453971593898,90.06082989354769,78.59649122807018,94.93873811977556,C23
w79_1,85.28062124955878,89.79591836734694,71.88336804522464,95.22500858811405,C24
w79_1,88.51809954751131,89.98271017938188,77.15060389450332,95.35096759418299,C25
